IND;Best Estimate;Probability;2nd Best Estimate;Probability;3rd Best Estimate, etc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0980_W_75_1993 ;Tweed;0.7169;Blackwater;0.1603;Gaula;0.0581;Dart;0.0234;Dionard;0.0224;NorthEsk;0.0185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0970_W_94_1993 ;Gaula;0.9857;Lardaiselva;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0953_W_97_1993 ;Teno;0.9239;Neiden_aver;0.0367;Alta;0.0163;Titovka_aver;0.0111;Tuloma;0.0110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0938_W_110_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0931_W_84_1993 ;UN_aver;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0941_W_86_1993 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0936_W_77_1993 ;Lardaiselva;0.4058;Gaula;0.3134;Numedalsiagen;0.1796;VJ_aver;0.0689;Teno;0.0286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0935_W_93_1993 ;Numedalsiagen;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0976_W_69_1993 ;Dionard;0.7911;NorthEsk;0.1618;Blackwater;0.0384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0933_W_87_1993 ;Lardaiselva;0.9293;Gaula;0.0703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0932_W_87_1993 ;Mal_aver;0.9931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0940_W_66_1993 ;NorthEsk;0.6133;Dionard;0.1492;Blackwater;0.1073;Moy;0.0817;Dart;0.0360;Tweed;0.0115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0944_W_68_1993 ;Dionard;0.6079;NorthEsk;0.3603;Moy;0.0269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0945_W_97_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0947_W_72_1993 ;Blackwater;0.9088;Dionard;0.0470;Tweed;0.0214;NorthEsk;0.0149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0949_W_75_1993 ;Gaula;0.9610;Mal_aver;0.0331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0950_W_66_1993 ;Gaula;0.5831;Lardaiselva;0.4094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0952_W_69_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0954_W_64_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008_W_71_1993 ;Gaula;0.9969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1006_W_65_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1009_W_71_1993 ;Tweed;0.7930;NorthEsk;0.1296;Dionard;0.0769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011_W_41_1993 ;Lebyazhya;0.9988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012_W_46_1993 ;Gaula;0.9987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013_W_49_1993 ;Dionard;0.7477;NorthEsk;0.1793;Blackwater;0.0658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1016_W_51_1993 ;Dionard;0.9223;NorthEsk;0.0315;Blackwater;0.0260;Dart;0.0117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017_W_57_1993 ;Lardaiselva;0.9949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018_W_51_1993 ;Lardaiselva;0.9448;Gaula;0.0552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1021_W_76_1993 ;Gaula;0.5395;Lardaiselva;0.4605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1029_W_61_1993 ;Alta;0.9979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027_W_67_1993 ;Dart;0.9469;Blackwater;0.0512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025_W_73_1993 ;Lardaiselva;0.9637;Gaula;0.0342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024_W_71_1993 ;Lardaiselva;0.9590;Gaula;0.0403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1022_W_73_1993 ;UN_aver;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1030_W_73_1993 ;Gaula;0.9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020_W_73_1993 ;NorthEsk;0.5556;Dionard;0.3719;Tweed;0.0431;Moy;0.0219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004_W_86_1993 ;Gaula;0.9969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1023_W_69_1993 ;Gaula;0.9910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007_W_68_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003_W_85_1993 ;Gaula;0.9565;Lardaiselva;0.0371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0990_W_90_1993 ;Alta;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0992_W_84_1993 ;Gaula;0.8097;Teno;0.1071;Lardaiselva;0.0490;Alta;0.0323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0987_W_43_1993 ;Chaloupe;0.8362;Matapedia;0.1638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0986_W_45_1993 ;Pongoma;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0985_B_W_52_1993 ;Dionard;0.9961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0984_W_88_1993 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0983_W_70_1993 ;Gaula;0.9957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0982_W_75_1993 ;Gaula;0.9870;Lardaiselva;0.0122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0981_W_68_1993 ;Gaula;0.5968;Dionard;0.3457;Moy;0.0457;Dart;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0993_W_70_1993 ;Numedalsiagen;0.7908;Gaula;0.2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0995_W_73_1993 ;Gaula;0.7879;Lardaiselva;0.2034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0996_W_91_1993 ;Lardaiselva;0.6488;Gaula;0.3070;Laukhelle_aver;0.0327;Mal_aver;0.0114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0997_W_70_1993 ;Gaula;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0991_W_92_1993 ;Teno;0.5999;Alta;0.3388;Gaula;0.0350;Numedalsiagen;0.0146;Tuloma;0.0077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0999_W_93_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001_W_83_1993 ;Emtsa;0.9971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002_W_86_1993 ;Alta;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058_W_68_1993 ;Numedalsiagen;0.6618;Lardaiselva;0.2975;Gaula;0.0333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1056_W_69_1993 ;Gaula;0.8944;Numedalsiagen;0.1051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059_W_63_1993 ;Dart;0.9531;Blackwater;0.0453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060_W_76_1993 ;Gaula;0.9466;Lardaiselva;0.0527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063_W_69_1993 ;Gaula;0.6952;Numedalsiagen;0.3018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064_W_82_1993 ;Gaula;0.9966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065_W_66_1993 ;Lardaiselva;0.5332;Gaula;0.4658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066_W_73_1993 ;Gaula;0.9995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067_W_91_1993 ;Gaula;0.9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071_W_69_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1079_W_80_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077_W_92_1993 ;Numedalsiagen;0.8291;Gaula;0.1078;Lardaiselva;0.0631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1076_W_86_1993 ;UN_aver;0.8458;PPI_aver;0.1542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075_W_88_1993 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069_W_73_1993 ;Lardaiselva;0.7731;Gaula;0.1228;Numedalsiagen;0.1016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1072_W_84_1993 ;Mal_aver;0.9973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070_W_93_1993 ;Gaula;0.9936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073_W_82_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057_W_72_1993 ;NorthEsk;0.9449;Dionard;0.0539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054_W_75_1993 ;Numedalsiagen;0.9333;Gaula;0.0666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040_W_70_1993 ;Gaula;0.4281;Dionard;0.3282;NorthEsk;0.2137;Numedalsiagen;0.0250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042_W_74_1993 ;Pongoma;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038_W_72_1993 ;Dart;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1037_W_81_1993 ;Lardaiselva;0.7500;Gaula;0.2499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036_W_76_1993 ;Gaula;0.5320;Lardaiselva;0.4577;Laukhelle_aver;0.0065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1034_W_96_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1033_W_91_1993 ;Gaula;0.9891;Mal_aver;0.0066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1031_W_63_1993 ;Gaula;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039_W_80_1993 ;Dionard;0.5982;NorthEsk;0.3421;Blackwater;0.0290;Moy;0.0271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044_W_72_1993 ;NorthEsk;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045_W_49_1993 ;NorthEsk;0.7218;Dionard;0.1696;Blackwater;0.0442;Moy;0.0223;Dart;0.0222;Tweed;0.0132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1047_W_63_1993 ;Dionard;0.8540;NorthEsk;0.1398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1055_W_67_1993 ;Gaula;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041_W_94_1993 ;Alta;0.9231;Teno;0.0769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050_W_74_1993 ;Numedalsiagen;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052_W_72_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053_W_72_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048_W_69_1993 ;Dionard;0.5379;NorthEsk;0.4619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114_W_76_1993 ;Alta;0.8217;Teno;0.1769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110_W_71_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120_W_71_1993 ;Gaula;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113_W_65_1993 ;Lebyazhya;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115_W_72_1993 ;Dionard;0.7273;NorthEsk;0.1624;Gaula;0.1088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116_W_72_1993 ;Gaula;0.9972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117_W_86_1993 ;Gaula;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121_W_63_1993 ;Teno;0.8181;Gaula;0.1365;Alta;0.0351;Lardaiselva;0.0077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128_W_68_1993 ;Dionard;0.5071;NorthEsk;0.4376;Gaula;0.0504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126_W_73_1993 ;Chaloupe;0.9594;Matapedia;0.0401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125_W_69_1993 ;Lardaiselva;0.4833;Gaula;0.2205;Numedalsiagen;0.1861;NorthEsk;0.0758;Mal_aver;0.0145;Dart;0.0100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123_W_87_1993 ;Gaula;0.6965;Numedalsiagen;0.2500;Lardaiselva;0.0516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122_W_75_1993 ;Gaula;0.7922;Laukhelle_aver;0.1917;Alta;0.0144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124_W_76_1993 ;NorthEsk;0.9412;Tweed;0.0376;Dionard;0.0212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103_W_73_1993 ;NorthEsk;0.5484;Blackwater;0.3828;Gaula;0.0435;Dionard;0.0194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107_W_76_1993 ;Gaula;0.9325;Teno;0.0368;Neiden_aver;0.0129;Numedalsiagen;0.0078;Mal_aver;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090_W_71_1993 ;Alta;0.8394;Teno;0.1605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088_W_73_1993 ;NorthEsk;0.5533;Dionard;0.4413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1087_W_72_1993 ;NorthEsk;0.8240;Dionard;0.1633;Tweed;0.0128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1086_W_71_1993 ;NorthEsk;0.9821;Dart;0.0149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085_W_97_1993 ;Lardaiselva;0.5753;Gaula;0.2386;Numedalsiagen;0.1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084_W_89_1993 ;Dart;0.9624;Dionard;0.0171;Numedalsiagen;0.0102;NorthEsk;0.0050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083_W_71_1993 ;Dionard;0.9658;Tweed;0.0193;Gaula;0.0138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082_W_102_1993 ;Gaula;0.9697;Teno;0.0210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1081_W_69_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089_W_88_1993 ;Numedalsiagen;0.9991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093_W_76_1993 ;Lardaiselva;0.6464;Gaula;0.3385;Numedalsiagen;0.0145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1095_W_85_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097_W_91_1993 ;Gaula;0.9542;Lardaiselva;0.0355;Numedalsiagen;0.0102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1105_W_83_1993 ;Gaula;0.9486;Lardaiselva;0.0508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099_W_87_1993 ;Gaula;0.9001;Lardaiselva;0.0658;Numedalsiagen;0.0329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091_W_84_1993 ;Gaula;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100_W_77_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101_W_88_1993 ;Lardaiselva;0.5310;Gaula;0.4690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102_W_70_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108_W_78_1993 ;Gaula;0.9994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157_W_67_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162_W_70_1993 ;Gaula;0.9976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170_W_75_1993 ;Teno;0.5612;Alta;0.4386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163_W_70_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156_W_75_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164_W_73_1993 ;Numedalsiagen;0.8769;Gaula;0.1053;Lardaiselva;0.0173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166_W_66_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1167_W_67_1993 ;Pongoma;0.6379;Lebyazhya;0.3556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172_W_75_1993 ;Gaula;0.9915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180_W_70_1993 ;Gaula;0.5933;Dionard;0.2728;Titovka_aver;0.0437;Numedalsiagen;0.0287;Laukhelle_aver;0.0224;Teno;0.0187;VJ_aver;0.0164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1179_W_97_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177_W_69_1993 ;Gaula;0.9952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1176_W_70_1993 ;Dionard;0.8704;Blackwater;0.0947;Moy;0.0255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175_W_73_1993 ;Numedalsiagen;0.9969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174_W_73_1993 ;Gaula;0.7904;Numedalsiagen;0.2071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171_W_75_1993 ;Numedalsiagen;0.5061;Gaula;0.4933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1169_W_73_1993 ;Lardaiselva;0.5415;Gaula;0.3999;Numedalsiagen;0.0558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158_W_63_1993 ;Gaula;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1154_W_78_1993 ;Matapedia;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1142_W_72_1993 ;NorthEsk;0.9916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1140_W_71_1993 ;Gaula;0.9908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1139_W_72_1993 ;Dart;0.4436;Tweed;0.2563;Blackwater;0.2326;Dionard;0.0576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137_W_65_1993 ;UN_aver;0.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136_W_80_1993 ;Pongoma;0.9709;Lebyazhya;0.0288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1135_W_68_1993 ;Gaula;0.8974;Numedalsiagen;0.0967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1134_W_64_1993 ;NorthEsk;0.9505;Blackwater;0.0349;Dionard;0.0101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1133_W_72_1993 ;Lardaiselva;0.5066;Gaula;0.4877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141_W_77_1993 ;Numedalsiagen;0.9182;Lardaiselva;0.0493;Gaula;0.0325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143_W_102_1993 ;Teno;0.9011;Alta;0.0660;Gaula;0.0264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1144_W_100_1993 ;Gaula;0.9975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145_W_88_1993 ;Emtsa;0.9608;Gaula;0.0288;Teno;0.0060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146_W_89_1993 ;Lebyazhya;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1147_W_66_1993 ;Gaula;0.5688;Lardaiselva;0.4305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148_W_78_1993 ;Numedalsiagen;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149_W_83_1993 ;Gaula;0.9585;Numedalsiagen;0.0310;Lardaiselva;0.0105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1150_W_73_1993 ;Numedalsiagen;0.9879;Gaula;0.0117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151_W_74_1993 ;NorthEsk;0.8342;Gaula;0.1137;Tweed;0.0273;Dionard;0.0228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152_W_99_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1155_W_72_1993 ;Dionard;0.4018;Gaula;0.2638;Numedalsiagen;0.1316;Dart;0.1012;Blackwater;0.0878;Lardaiselva;0.0099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220_W_87_1993 ;Gaula;0.9487;Laukhelle_aver;0.0312;Lardaiselva;0.0122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1206_W_71_1993 ;Gaula;0.9985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1208_W_57_1993 ;UN_aver;0.9930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1209_W_61_1993 ;Tweed;0.5622;NorthEsk;0.3574;Dionard;0.0345;Numedalsiagen;0.0303;Blackwater;0.0097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1210_W_67_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212_W_87_1993 ;Alta;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1213_W_66_1993 ;Gaula;0.5398;Dionard;0.2555;NorthEsk;0.1419;Dart;0.0396;Tweed;0.0215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1214_W_77_1993 ;Numedalsiagen;0.9979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1216_W_72_1993 ;Gaula;0.7441;Lardaiselva;0.2517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1218_W_72_1993 ;Teno;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229_W_69_1993 ;NorthEsk;0.8549;Dionard;0.1450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228_W_70_1993 ;Gaula;0.9546;Lardaiselva;0.0451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225_W_86_1993 ;Lardaiselva;0.9355;Laukhelle_aver;0.0593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224_W_76_1993 ;Dionard;0.8341;Teno;0.1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219_W_102_1993 ;Gaula;0.9861;Lardaiselva;0.0106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222_W_93_1993 ;Lakselva_aver;0.9036;Alta;0.0963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
